# Theoretical transmission filter for J-PLUS filter F395
# Date of creation: 2013-01-17
# Author: J. Varela
# 
# Requirements:
#    Central wavelength (Angstroms): 3950
#    W1 (Angstroms): 70
#    FWHM (Angstroms): 100
#    Transmission peak: 0.75
#
# Columns description:
#    wl: Wavelength in Angstroms
#    T: Transmission
#    T+CCD: Transmission Filter+CCD
#
# wl   T  T+CCD
3919.2 0.7500 0.6769
3919.3 0.7500 0.6769
3919.4 0.7500 0.6769
3919.5 0.7500 0.6770
3919.6 0.7500 0.6770
3919.7 0.7500 0.6770
3919.8 0.7500 0.6770
3919.9 0.7500 0.6771
3920.0 0.7500 0.6771
3920.1 0.7500 0.6771
3920.2 0.7500 0.6772
3920.3 0.7500 0.6772
3920.4 0.7500 0.6772
3920.5 0.7500 0.6772
3920.6 0.7500 0.6773
3920.7 0.7500 0.6773
3920.8 0.7500 0.6773
3920.9 0.7500 0.6773
3921.0 0.7500 0.6774
3921.1 0.7500 0.6774
3921.2 0.7500 0.6774
3921.3 0.7500 0.6774
3921.4 0.7500 0.6775
3921.5 0.7500 0.6775
3921.6 0.7500 0.6775
3921.7 0.7500 0.6775
3921.8 0.7500 0.6776
3921.9 0.7500 0.6776
3922.0 0.7500 0.6776
3922.1 0.7500 0.6776
3922.2 0.7500 0.6777
3922.3 0.7500 0.6777
3922.4 0.7500 0.6777
3922.5 0.7500 0.6777
3922.6 0.7500 0.6778
3922.7 0.7500 0.6778
3922.8 0.7500 0.6778
3922.9 0.7500 0.6778
3923.0 0.7500 0.6779
3923.1 0.7500 0.6779
3923.2 0.7500 0.6779
3923.3 0.7500 0.6779
3923.4 0.7500 0.6780
3923.5 0.7500 0.6780
3923.6 0.7500 0.6780
3923.7 0.7500 0.6780
3923.8 0.7500 0.6781
3923.9 0.7500 0.6781
3924.0 0.7500 0.6781
3924.1 0.7500 0.6781
3924.2 0.7500 0.6782
3924.3 0.7500 0.6782
3924.4 0.7500 0.6782
3924.5 0.7500 0.6782
3924.6 0.7500 0.6783
3924.7 0.7500 0.6783
3924.8 0.7500 0.6783
3924.9 0.7500 0.6783
3925.0 0.7500 0.6784
3925.1 0.7500 0.6784
3925.2 0.7500 0.6784
3925.3 0.7500 0.6785
3925.4 0.7500 0.6785
3925.5 0.7500 0.6785
3925.6 0.7500 0.6785
3925.7 0.7500 0.6786
3925.8 0.7500 0.6786
3925.9 0.7500 0.6786
3926.0 0.7500 0.6786
3926.1 0.7500 0.6787
3926.2 0.7500 0.6787
3926.3 0.7500 0.6787
3926.4 0.7500 0.6787
3926.5 0.7500 0.6788
3926.6 0.7500 0.6788
3926.7 0.7500 0.6788
3926.8 0.7500 0.6788
3926.9 0.7500 0.6789
3927.0 0.7500 0.6789
3927.1 0.7500 0.6789
3927.2 0.7500 0.6789
3927.3 0.7500 0.6790
3927.4 0.7500 0.6790
3927.5 0.7500 0.6790
3927.6 0.7500 0.6790
3927.7 0.7500 0.6791
3927.8 0.7500 0.6791
3927.9 0.7500 0.6791
3928.0 0.7500 0.6791
3928.1 0.7500 0.6792
3928.2 0.7500 0.6792
3928.3 0.7500 0.6792
3928.4 0.7500 0.6792
3928.5 0.7500 0.6793
3928.6 0.7500 0.6793
3928.7 0.7500 0.6793
3928.8 0.7500 0.6793
3928.9 0.7500 0.6794
3929.0 0.7500 0.6794
3929.1 0.7500 0.6794
3929.2 0.7500 0.6794
3929.3 0.7500 0.6795
3929.4 0.7500 0.6795
3929.5 0.7500 0.6795
3929.6 0.7500 0.6795
3929.7 0.7500 0.6796
3929.8 0.7500 0.6796
3929.9 0.7500 0.6796
3930.0 0.7500 0.6796
3930.1 0.7500 0.6797
3930.2 0.7500 0.6797
3930.3 0.7500 0.6797
3930.4 0.7500 0.6798
3930.5 0.7500 0.6798
3930.6 0.7500 0.6798
3930.7 0.7500 0.6798
3930.8 0.7500 0.6799
3930.9 0.7500 0.6799
3931.0 0.7500 0.6799
3931.1 0.7500 0.6799
3931.2 0.7500 0.6800
3931.3 0.7500 0.6800
3931.4 0.7500 0.6800
3931.5 0.7500 0.6800
3931.6 0.7500 0.6801
3931.7 0.7500 0.6801
3931.8 0.7500 0.6801
3931.9 0.7500 0.6801
3932.0 0.7500 0.6802
3932.1 0.7500 0.6802
3932.2 0.7500 0.6802
3932.3 0.7500 0.6802
3932.4 0.7500 0.6803
